"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Type of Offence","C02479V04377","Garda Region","UNIT","VALUE"
"RCD06C03","Detected crimes","2018","2018","02","Sexual Offences","40","Southern Region","Number","180"
"RCD06C03","Detected crimes","2018","2018","02","Sexual Offences","IE0","State","Number","828"
"RCD06C03","Detected crimes","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","1574"
"RCD06C03","Detected crimes","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","1784"
"RCD06C03","Detected crimes","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","1821"
"RCD06C03","Detected crimes","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","1917"
"RCD06C03","Detected crimes","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","7096"
"RCD06C03","Detected crimes","2018","2018","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","1472"
"RCD06C03","Detected crimes","2018","2018","04","Dangerous or Negligent Acts","20","North Western Region","Number","1857"
"RCD06C03","Detected crimes","2018","2018","04","Dangerous or Negligent Acts","30","Eastern Region","Number","1970"
"RCD06C03","Detected crimes","2018","2018","04","Dangerous or Negligent Acts","40","Southern Region","Number","1939"
"RCD06C03","Detected crimes","2018","2018","04","Dangerous or Negligent Acts","IE0","State","Number","7238"
"RCD06C03","Detected crimes","2018","2018","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","12"
"RCD06C03","Detected crimes","2018","2018","05","Kidnapping and Related Offences","20","North Western Region","Number","17"
"RCD06C03","Detected crimes","2018","2018","05","Kidnapping and Related Offences","30","Eastern Region","Number","9"
"RCD06C03","Detected crimes","2018","2018","05","Kidnapping and Related Offences","40","Southern Region","Number","13"
"RCD06C03","Detected crimes","2018","2018","05","Kidnapping and Related Offences","IE0","State","Number","51"
"RCD06C03","Detected crimes","2018","2018","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","481"
"RCD06C03","Detected crimes","2018","2018","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","71"
"RCD06C03","Detected crimes","2018","2018","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","96"
"RCD06C03","Detected crimes","2018","2018","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","119"
"RCD06C03","Detected crimes","2018","2018","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","767"
"RCD06C03","Detected crimes","2018","2018","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","1202"
"RCD06C03","Detected crimes","2018","2018","07","Burglary and Related Offences","20","North Western Region","Number","567"
"RCD06C03","Detected crimes","2018","2018","07","Burglary and Related Offences","30","Eastern Region","Number","634"
"RCD06C03","Detected crimes","2018","2018","07","Burglary and Related Offences","40","Southern Region","Number","666"
"RCD06C03","Detected crimes","2018","2018","07","Burglary and Related Offences","IE0","State","Number","3069"
"RCD06C03","Detected crimes","2018","2018","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","10990"
"RCD06C03","Detected crimes","2018","2018","08","Theft and Related Offences","20","North Western Region","Number","2881"
"RCD06C03","Detected crimes","2018","2018","08","Theft and Related Offences","30","Eastern Region","Number","4385"
"RCD06C03","Detected crimes","2018","2018","08","Theft and Related Offences","40","Southern Region","Number","5199"
"RCD06C03","Detected crimes","2018","2018","08","Theft and Related Offences","IE0","State","Number","23455"
"RCD06C03","Detected crimes","2018","2018","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","771"
"RCD06C03","Detected crimes","2018","2018","09","Fraud, Deception and Related Offences","20","North Western Region","Number","362"
"RCD06C03","Detected crimes","2018","2018","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","356"
"RCD06C03","Detected crimes","2018","2018","09","Fraud, Deception and Related Offences","40","Southern Region","Number","333"
"RCD06C03","Detected crimes","2018","2018","09","Fraud, Deception and Related Offences","IE0","State","Number","1822"
"RCD06C03","Detected crimes","2018","2018","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","6149"
"RCD06C03","Detected crimes","2018","2018","10","Controlled Drug Offences","20","North Western Region","Number","2013"
"RCD06C03","Detected crimes","2018","2018","10","Controlled Drug Offences","30","Eastern Region","Number","4813"
"RCD06C03","Detected crimes","2018","2018","10","Controlled Drug Offences","40","Southern Region","Number","3889"
"RCD06C03","Detected crimes","2018","2018","10","Controlled Drug Offences","IE0","State","Number","16864"
"RCD06C03","Detected crimes","2018","2018","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","929"
"RCD06C03","Detected crimes","2018","2018","11","Weapons and Explosives Offences","20","North Western Region","Number","273"
"RCD06C03","Detected crimes","2018","2018","11","Weapons and Explosives Offences","30","Eastern Region","Number","351"
"RCD06C03","Detected crimes","2018","2018","11","Weapons and Explosives Offences","40","Southern Region","Number","371"
"RCD06C03","Detected crimes","2018","2018","11","Weapons and Explosives Offences","IE0","State","Number","1924"
"RCD06C03","Detected crimes","2018","2018","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","1411"
"RCD06C03","Detected crimes","2018","2018","12","Damage to Property and to the Environment","20","North Western Region","Number","868"
"RCD06C03","Detected crimes","2018","2018","12","Damage to Property and to the Environment","30","Eastern Region","Number","1011"
"RCD06C03","Detected crimes","2018","2018","12","Damage to Property and to the Environment","40","Southern Region","Number","1104"
"RCD06C03","Detected crimes","2018","2018","12","Damage to Property and to the Environment","IE0","State","Number","4394"
"RCD06C03","Detected crimes","2018","2018","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","8401"
"RCD06C03","Detected crimes","2018","2018","13","Public Order and other Social Code Offences","20","North Western Region","Number","5994"
"RCD06C03","Detected crimes","2018","2018","13","Public Order and other Social Code Offences","30","Eastern Region","Number","4953"
"RCD06C03","Detected crimes","2018","2018","13","Public Order and other Social Code Offences","40","Southern Region","Number","7588"
"RCD06C03","Detected crimes","2018","2018","13","Public Order and other Social Code Offences","IE0","State","Number","26936"
"RCD06C03","Detected crimes","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","5535"
"RCD06C03","Detected crimes","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","888"
"RCD06C03","Detected crimes","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","1300"
"RCD06C03","Detected crimes","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","1631"
"RCD06C03","Detected crimes","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","9354"
"RCD06C03","Detected crimes","2019","2019","01","Homicide Offences","10","Dublin Metropolitan Region","Number","17"
"RCD06C03","Detected crimes","2019","2019","01","Homicide Offences","20","North Western Region","Number","10"
"RCD06C03","Detected crimes","2019","2019","01","Homicide Offences","30","Eastern Region","Number","8"
"RCD06C03","Detected crimes","2019","2019","01","Homicide Offences","40","Southern Region","Number","16"
"RCD06C03","Detected crimes","2019","2019","01","Homicide Offences","IE0","State","Number","51"
"RCD06C03","Detected crimes","2019","2019","02","Sexual Offences","10","Dublin Metropolitan Region","Number","233"
"RCD06C03","Detected crimes","2019","2019","02","Sexual Offences","20","North Western Region","Number","179"
"RCD06C03","Detected crimes","2019","2019","02","Sexual Offences","30","Eastern Region","Number","218"
"RCD06C03","Detected crimes","2019","2019","02","Sexual Offences","40","Southern Region","Number","216"
"RCD06C03","Detected crimes","2019","2019","02","Sexual Offences","IE0","State","Number","846"
"RCD06C03","Detected crimes","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","1736"
"RCD06C03","Detected crimes","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","2065"
"RCD06C03","Detected crimes","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","1943"
"RCD06C03","Detected crimes","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","2108"
"RCD06C03","Detected crimes","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","7852"
"RCD06C03","Detected crimes","2019","2019","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","1645"
"RCD06C03","Detected crimes","2019","2019","04","Dangerous or Negligent Acts","20","North Western Region","Number","1942"
"RCD06C03","Detected crimes","2019","2019","04","Dangerous or Negligent Acts","30","Eastern Region","Number","2045"
"RCD06C03","Detected crimes","2019","2019","04","Dangerous or Negligent Acts","40","Southern Region","Number","1983"
"RCD06C03","Detected crimes","2019","2019","04","Dangerous or Negligent Acts","IE0","State","Number","7615"
"RCD06C03","Detected crimes","2019","2019","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","12"
"RCD06C03","Detected crimes","2019","2019","05","Kidnapping and Related Offences","20","North Western Region","Number","9"
"RCD06C03","Detected crimes","2019","2019","05","Kidnapping and Related Offences","30","Eastern Region","Number","9"
"RCD06C03","Detected crimes","2019","2019","05","Kidnapping and Related Offences","40","Southern Region","Number","10"
"RCD06C03","Detected crimes","2019","2019","05","Kidnapping and Related Offences","IE0","State","Number","40"
"RCD06C03","Detected crimes","2019","2019","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","444"
"RCD06C03","Detected crimes","2019","2019","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","88"
"RCD06C03","Detected crimes","2019","2019","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","110"
"RCD06C03","Detected crimes","2019","2019","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","135"
"RCD06C03","Detected crimes","2019","2019","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","777"
"RCD06C03","Detected crimes","2019","2019","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","1062"
"RCD06C03","Detected crimes","2019","2019","07","Burglary and Related Offences","20","North Western Region","Number","463"
"RCD06C03","Detected crimes","2019","2019","07","Burglary and Related Offences","30","Eastern Region","Number","640"
"RCD06C03","Detected crimes","2019","2019","07","Burglary and Related Offences","40","Southern Region","Number","583"
"RCD06C03","Detected crimes","2019","2019","07","Burglary and Related Offences","IE0","State","Number","2748"
"RCD06C03","Detected crimes","2019","2019","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","10975"
"RCD06C03","Detected crimes","2019","2019","08","Theft and Related Offences","20","North Western Region","Number","2965"
"RCD06C03","Detected crimes","2019","2019","08","Theft and Related Offences","30","Eastern Region","Number","4750"
"RCD06C03","Detected crimes","2019","2019","08","Theft and Related Offences","40","Southern Region","Number","4827"
"RCD06C03","Detected crimes","2019","2019","08","Theft and Related Offences","IE0","State","Number","23517"
"RCD06C03","Detected crimes","2019","2019","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","850"
"RCD06C03","Detected crimes","2019","2019","09","Fraud, Deception and Related Offences","20","North Western Region","Number","409"
"RCD06C03","Detected crimes","2019","2019","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","440"
"RCD06C03","Detected crimes","2019","2019","09","Fraud, Deception and Related Offences","40","Southern Region","Number","463"
"RCD06C03","Detected crimes","2019","2019","09","Fraud, Deception and Related Offences","IE0","State","Number","2162"
"RCD06C03","Detected crimes","2019","2019","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","7718"
"RCD06C03","Detected crimes","2019","2019","10","Controlled Drug Offences","20","North Western Region","Number","2595"
"RCD06C03","Detected crimes","2019","2019","10","Controlled Drug Offences","30","Eastern Region","Number","5610"
"RCD06C03","Detected crimes","2019","2019","10","Controlled Drug Offences","40","Southern Region","Number","4083"
"RCD06C03","Detected crimes","2019","2019","10","Controlled Drug Offences","IE0","State","Number","20006"
"RCD06C03","Detected crimes","2019","2019","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","979"
"RCD06C03","Detected crimes","2019","2019","11","Weapons and Explosives Offences","20","North Western Region","Number","324"
"RCD06C03","Detected crimes","2019","2019","11","Weapons and Explosives Offences","30","Eastern Region","Number","348"
"RCD06C03","Detected crimes","2019","2019","11","Weapons and Explosives Offences","40","Southern Region","Number","421"
"RCD06C03","Detected crimes","2019","2019","11","Weapons and Explosives Offences","IE0","State","Number","2072"
"RCD06C03","Detected crimes","2019","2019","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","1534"
"RCD06C03","Detected crimes","2019","2019","12","Damage to Property and to the Environment","20","North Western Region","Number","1076"
"RCD06C03","Detected crimes","2019","2019","12","Damage to Property and to the Environment","30","Eastern Region","Number","1039"
"RCD06C03","Detected crimes","2019","2019","12","Damage to Property and to the Environment","40","Southern Region","Number","1125"
"RCD06C03","Detected crimes","2019","2019","12","Damage to Property and to the Environment","IE0","State","Number","4774"
"RCD06C03","Detected crimes","2019","2019","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","8836"
"RCD06C03","Detected crimes","2019","2019","13","Public Order and other Social Code Offences","20","North Western Region","Number","6454"
"RCD06C03","Detected crimes","2019","2019","13","Public Order and other Social Code Offences","30","Eastern Region","Number","5276"
"RCD06C03","Detected crimes","2019","2019","13","Public Order and other Social Code Offences","40","Southern Region","Number","7135"
"RCD06C03","Detected crimes","2019","2019","13","Public Order and other Social Code Offences","IE0","State","Number","27701"
"RCD06C03","Detected crimes","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","5870"
"RCD06C03","Detected crimes","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","1055"
"RCD06C03","Detected crimes","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","1323"
"RCD06C03","Detected crimes","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","1436"
"RCD06C03","Detected crimes","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","9684"
"RCD06C03","Detected crimes","2020","2020","01","Homicide Offences","10","Dublin Metropolitan Region","Number","20"
"RCD06C03","Detected crimes","2020","2020","01","Homicide Offences","20","North Western Region","Number","9"
"RCD06C03","Detected crimes","2020","2020","01","Homicide Offences","30","Eastern Region","Number","16"
"RCD06C03","Detected crimes","2020","2020","01","Homicide Offences","40","Southern Region","Number","14"
"RCD06C03","Detected crimes","2020","2020","01","Homicide Offences","IE0","State","Number","59"
"RCD06C03","Detected crimes","2020","2020","02","Sexual Offences","10","Dublin Metropolitan Region","Number","210"
"RCD06C03","Detected crimes","2020","2020","02","Sexual Offences","20","North Western Region","Number","111"
"RCD06C03","Detected crimes","2020","2020","02","Sexual Offences","30","Eastern Region","Number","253"
"RCD06C03","Detected crimes","2020","2020","02","Sexual Offences","40","Southern Region","Number","175"
"RCD06C03","Detected crimes","2020","2020","02","Sexual Offences","IE0","State","Number","749"
"RCD06C03","Detected crimes","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","2054"
"RCD06C03","Detected crimes","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","1778"
"RCD06C03","Detected crimes","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","1935"
"RCD06C03","Detected crimes","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","1803"
"RCD06C03","Detected crimes","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","7570"
"RCD06C03","Detected crimes","2020","2020","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","2092"
"RCD06C03","Detected crimes","2020","2020","04","Dangerous or Negligent Acts","20","North Western Region","Number","1904"
"RCD06C03","Detected crimes","2020","2020","04","Dangerous or Negligent Acts","30","Eastern Region","Number","1900"
"RCD06C03","Detected crimes","2020","2020","04","Dangerous or Negligent Acts","40","Southern Region","Number","1781"
"RCD06C03","Detected crimes","2020","2020","04","Dangerous or Negligent Acts","IE0","State","Number","7677"
"RCD06C03","Detected crimes","2020","2020","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","27"
"RCD06C03","Detected crimes","2020","2020","05","Kidnapping and Related Offences","20","North Western Region","Number","18"
"RCD06C03","Detected crimes","2020","2020","05","Kidnapping and Related Offences","30","Eastern Region","Number","9"
"RCD06C03","Detected crimes","2020","2020","05","Kidnapping and Related Offences","40","Southern Region","Number","14"
"RCD06C03","Detected crimes","2020","2020","05","Kidnapping and Related Offences","IE0","State","Number","68"
"RCD06C03","Detected crimes","2020","2020","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","419"
"RCD06C03","Detected crimes","2020","2020","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","48"
"RCD06C03","Detected crimes","2020","2020","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","100"
"RCD06C03","Detected crimes","2020","2020","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","101"
"RCD06C03","Detected crimes","2020","2020","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","668"
"RCD06C03","Detected crimes","2020","2020","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","1179"
"RCD06C03","Detected crimes","2020","2020","07","Burglary and Related Offences","20","North Western Region","Number","375"
"RCD06C03","Detected crimes","2020","2020","07","Burglary and Related Offences","30","Eastern Region","Number","502"
"RCD06C03","Detected crimes","2020","2020","07","Burglary and Related Offences","40","Southern Region","Number","559"
"RCD06C03","Detected crimes","2020","2020","07","Burglary and Related Offences","IE0","State","Number","2615"
"RCD06C03","Detected crimes","2020","2020","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","9123"
"RCD06C03","Detected crimes","2020","2020","08","Theft and Related Offences","20","North Western Region","Number","2420"
"RCD06C03","Detected crimes","2020","2020","08","Theft and Related Offences","30","Eastern Region","Number","3574"
"RCD06C03","Detected crimes","2020","2020","08","Theft and Related Offences","40","Southern Region","Number","4227"
"RCD06C03","Detected crimes","2020","2020","08","Theft and Related Offences","IE0","State","Number","19344"
"RCD06C03","Detected crimes","2020","2020","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","780"
"RCD06C03","Detected crimes","2020","2020","09","Fraud, Deception and Related Offences","20","North Western Region","Number","375"
"RCD06C03","Detected crimes","2020","2020","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","424"
"RCD06C03","Detected crimes","2020","2020","09","Fraud, Deception and Related Offences","40","Southern Region","Number","420"
"RCD06C03","Detected crimes","2020","2020","09","Fraud, Deception and Related Offences","IE0","State","Number","1999"
"RCD06C03","Detected crimes","2020","2020","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","8820"
"RCD06C03","Detected crimes","2020","2020","10","Controlled Drug Offences","20","North Western Region","Number","3067"
"RCD06C03","Detected crimes","2020","2020","10","Controlled Drug Offences","30","Eastern Region","Number","4694"
"RCD06C03","Detected crimes","2020","2020","10","Controlled Drug Offences","40","Southern Region","Number","4777"
"RCD06C03","Detected crimes","2020","2020","10","Controlled Drug Offences","IE0","State","Number","21358"
"RCD06C03","Detected crimes","2020","2020","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","1100"
"RCD06C03","Detected crimes","2020","2020","11","Weapons and Explosives Offences","20","North Western Region","Number","379"
"RCD06C03","Detected crimes","2020","2020","11","Weapons and Explosives Offences","30","Eastern Region","Number","453"
"RCD06C03","Detected crimes","2020","2020","11","Weapons and Explosives Offences","40","Southern Region","Number","504"
"RCD06C03","Detected crimes","2020","2020","11","Weapons and Explosives Offences","IE0","State","Number","2436"
"RCD06C03","Detected crimes","2020","2020","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","1779"
"RCD06C03","Detected crimes","2020","2020","12","Damage to Property and to the Environment","20","North Western Region","Number","915"
"RCD06C03","Detected crimes","2020","2020","12","Damage to Property and to the Environment","30","Eastern Region","Number","1145"
"RCD06C03","Detected crimes","2020","2020","12","Damage to Property and to the Environment","40","Southern Region","Number","1031"
"RCD06C03","Detected crimes","2020","2020","12","Damage to Property and to the Environment","IE0","State","Number","4870"
"RCD06C03","Detected crimes","2020","2020","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","9905"
"RCD06C03","Detected crimes","2020","2020","13","Public Order and other Social Code Offences","20","North Western Region","Number","4820"
"RCD06C03","Detected crimes","2020","2020","13","Public Order and other Social Code Offences","30","Eastern Region","Number","4335"
"RCD06C03","Detected crimes","2020","2020","13","Public Order and other Social Code Offences","40","Southern Region","Number","6099"
"RCD06C03","Detected crimes","2020","2020","13","Public Order and other Social Code Offences","IE0","State","Number","25159"
"RCD06C03","Detected crimes","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","3289"
"RCD06C03","Detected crimes","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","912"
"RCD06C03","Detected crimes","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","1192"
"RCD06C03","Detected crimes","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","1206"
"RCD06C03","Detected crimes","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","6599"
"RCD06C03","Detected crimes","2021","2021","01","Homicide Offences","10","Dublin Metropolitan Region","Number","16"
"RCD06C03","Detected crimes","2021","2021","01","Homicide Offences","20","North Western Region","Number","10"
"RCD06C03","Detected crimes","2021","2021","01","Homicide Offences","30","Eastern Region","Number","11"
"RCD06C03","Detected crimes","2021","2021","01","Homicide Offences","40","Southern Region","Number","11"
"RCD06C03","Detected crimes","2021","2021","01","Homicide Offences","IE0","State","Number","48"
"RCD06C03","Detected crimes","2021","2021","02","Sexual Offences","10","Dublin Metropolitan Region","Number","199"
"RCD06C03","Detected crimes","2021","2021","02","Sexual Offences","20","North Western Region","Number","99"
"RCD06C03","Detected crimes","2021","2021","02","Sexual Offences","30","Eastern Region","Number","210"
"RCD06C03","Detected crimes","2021","2021","02","Sexual Offences","40","Southern Region","Number","153"
"RCD06C03","Detected crimes","2021","2021","02","Sexual Offences","IE0","State","Number","661"
"RCD06C03","Detected crimes","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","1725"
"RCD06C03","Detected crimes","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","1728"
"RCD06C03","Detected crimes","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","1972"
"RCD06C03","Detected crimes","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","1779"
"RCD06C03","Detected crimes","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","7204"
"RCD06C03","Detected crimes","2021","2021","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","1793"
"RCD06C03","Detected crimes","2021","2021","04","Dangerous or Negligent Acts","20","North Western Region","Number","1929"
"RCD06C03","Detected crimes","2021","2021","04","Dangerous or Negligent Acts","30","Eastern Region","Number","1821"
"RCD06C03","Detected crimes","2021","2021","04","Dangerous or Negligent Acts","40","Southern Region","Number","1667"
"RCD06C03","Detected crimes","2021","2021","04","Dangerous or Negligent Acts","IE0","State","Number","7210"
"RCD06C03","Detected crimes","2021","2021","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","16"
"RCD06C03","Detected crimes","2021","2021","05","Kidnapping and Related Offences","20","North Western Region","Number","12"
"RCD06C03","Detected crimes","2021","2021","05","Kidnapping and Related Offences","30","Eastern Region","Number","20"
"RCD06C03","Detected crimes","2021","2021","05","Kidnapping and Related Offences","40","Southern Region","Number","13"
"RCD06C03","Detected crimes","2021","2021","05","Kidnapping and Related Offences","IE0","State","Number","61"
"RCD06C03","Detected crimes","2021","2021","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","308"
"RCD06C03","Detected crimes","2021","2021","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","32"
"RCD06C03","Detected crimes","2021","2021","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","80"
"RCD06C03","Detected crimes","2021","2021","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","79"
"RCD06C03","Detected crimes","2021","2021","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","499"
"RCD06C03","Detected crimes","2021","2021","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","729"
"RCD06C03","Detected crimes","2021","2021","07","Burglary and Related Offences","20","North Western Region","Number","232"
"RCD06C03","Detected crimes","2021","2021","07","Burglary and Related Offences","30","Eastern Region","Number","432"
"RCD06C03","Detected crimes","2021","2021","07","Burglary and Related Offences","40","Southern Region","Number","413"
"RCD06C03","Detected crimes","2021","2021","07","Burglary and Related Offences","IE0","State","Number","1806"
"RCD06C03","Detected crimes","2021","2021","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","7667"
"RCD06C03","Detected crimes","2021","2021","08","Theft and Related Offences","20","North Western Region","Number","1872"
"RCD06C03","Detected crimes","2021","2021","08","Theft and Related Offences","30","Eastern Region","Number","3235"
"RCD06C03","Detected crimes","2021","2021","08","Theft and Related Offences","40","Southern Region","Number","3361"
"RCD06C03","Detected crimes","2021","2021","08","Theft and Related Offences","IE0","State","Number","16135"
"RCD06C03","Detected crimes","2021","2021","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","556"
"RCD06C03","Detected crimes","2021","2021","09","Fraud, Deception and Related Offences","20","North Western Region","Number","249"
"RCD06C03","Detected crimes","2021","2021","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","294"
"RCD06C03","Detected crimes","2021","2021","09","Fraud, Deception and Related Offences","40","Southern Region","Number","290"
"RCD06C03","Detected crimes","2021","2021","09","Fraud, Deception and Related Offences","IE0","State","Number","1389"
"RCD06C03","Detected crimes","2021","2021","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","6610"
"RCD06C03","Detected crimes","2021","2021","10","Controlled Drug Offences","20","North Western Region","Number","2438"
"RCD06C03","Detected crimes","2021","2021","10","Controlled Drug Offences","30","Eastern Region","Number","4263"
"RCD06C03","Detected crimes","2021","2021","10","Controlled Drug Offences","40","Southern Region","Number","4435"
"RCD06C03","Detected crimes","2021","2021","10","Controlled Drug Offences","IE0","State","Number","17746"
"RCD06C03","Detected crimes","2021","2021","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","893"
"RCD06C03","Detected crimes","2021","2021","11","Weapons and Explosives Offences","20","North Western Region","Number","296"
"RCD06C03","Detected crimes","2021","2021","11","Weapons and Explosives Offences","30","Eastern Region","Number","316"
"RCD06C03","Detected crimes","2021","2021","11","Weapons and Explosives Offences","40","Southern Region","Number","377"
"RCD06C03","Detected crimes","2021","2021","11","Weapons and Explosives Offences","IE0","State","Number","1882"
"RCD06C03","Detected crimes","2021","2021","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","1578"
"RCD06C03","Detected crimes","2021","2021","12","Damage to Property and to the Environment","20","North Western Region","Number","815"
"RCD06C03","Detected crimes","2021","2021","12","Damage to Property and to the Environment","30","Eastern Region","Number","945"
"RCD06C03","Detected crimes","2021","2021","12","Damage to Property and to the Environment","40","Southern Region","Number","1036"
"RCD06C03","Detected crimes","2021","2021","12","Damage to Property and to the Environment","IE0","State","Number","4374"
